sample_id,Net,bass_gene_file,scale,run_name,trainer_output_dir,train_command,eval_extra_command
bass_0013,"[2, 0, 0, 7, 1, 3, 4, 7, 2, 4, 6, 1, 5, 4, 3, 6, 5, 4, 6, 6, 0, 2, 7, 5, 6, 2, 0, 7]",data/architectures/bass_50_sample/genes/bass_0013.json,2,bass_0013,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0013.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0013 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0013/checkpoints/best.keras --sample-id bass_0013 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0013_extra_datasets.csv
bass_0014,"[0, 2, 3, 3, 7, 7, 4, 2, 2, 7, 7, 7, 2, 4, 5, 0, 0, 0, 7, 0, 6, 3, 0, 1, 4, 6, 3, 7]",data/architectures/bass_50_sample/genes/bass_0014.json,2,bass_0014,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0014.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0014 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0014/checkpoints/best.keras --sample-id bass_0014 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0014_extra_datasets.csv
bass_0015,"[5, 4, 1, 6, 1, 4, 4, 6, 3, 1, 7, 1, 2, 5, 0, 3, 3, 4, 5, 1, 7, 6, 4, 2, 2, 6, 1, 4]",data/architectures/bass_50_sample/genes/bass_0015.json,2,bass_0015,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0015.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0015 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0015/checkpoints/best.keras --sample-id bass_0015 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0015_extra_datasets.csv
bass_0016,"[4, 3, 7, 7, 0, 7, 5, 6, 1, 4, 4, 1, 5, 3, 0, 6, 1, 2, 1, 5, 7, 2, 4, 5, 3, 4, 7, 0]",data/architectures/bass_50_sample/genes/bass_0016.json,2,bass_0016,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0016.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0016 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0016/checkpoints/best.keras --sample-id bass_0016 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0016_extra_datasets.csv
bass_0017,"[4, 5, 3, 1, 4, 2, 6, 1, 3, 6, 5, 2, 4, 2, 3, 5, 7, 1, 5, 7, 6, 4, 0, 3, 5, 7, 6, 3]",data/architectures/bass_50_sample/genes/bass_0017.json,2,bass_0017,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0017.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0017 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0017/checkpoints/best.keras --sample-id bass_0017 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0017_extra_datasets.csv
bass_0018,"[6, 4, 4, 2, 5, 0, 7, 3, 4, 6, 1, 0, 5, 5, 7, 4, 1, 5, 2, 3, 1, 2, 2, 4, 1, 2, 5, 3]",data/architectures/bass_50_sample/genes/bass_0018.json,2,bass_0018,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0018.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0018 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0018/checkpoints/best.keras --sample-id bass_0018 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0018_extra_datasets.csv
bass_0019,"[0, 7, 1, 0, 7, 0, 6, 2, 3, 6, 3, 5, 5, 0, 2, 7, 6, 5, 1, 1, 6, 1, 5, 3, 3, 2, 2, 4]",data/architectures/bass_50_sample/genes/bass_0019.json,2,bass_0019,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0019.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0019 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0019/checkpoints/best.keras --sample-id bass_0019 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0019_extra_datasets.csv
bass_0020,"[5, 6, 6, 2, 6, 0, 0, 6, 0, 7, 0, 0, 6, 2, 3, 2, 1, 3, 1, 2, 5, 1, 1, 4, 1, 2, 2, 4]",data/architectures/bass_50_sample/genes/bass_0020.json,2,bass_0020,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0020.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0020 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0020/checkpoints/best.keras --sample-id bass_0020 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0020_extra_datasets.csv
bass_0021,"[6, 6, 4, 1, 1, 0, 3, 0, 6, 3, 1, 5, 3, 6, 2, 5, 3, 1, 0, 1, 0, 0, 1, 6, 0, 0, 1, 2]",data/architectures/bass_50_sample/genes/bass_0021.json,2,bass_0021,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0021.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0021 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0021/checkpoints/best.keras --sample-id bass_0021 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0021_extra_datasets.csv
bass_0022,"[6, 7, 3, 1, 3, 3, 0, 7, 6, 6, 0, 3, 4, 5, 6, 4, 6, 7, 5, 3, 5, 1, 7, 4, 2, 4, 1, 5]",data/architectures/bass_50_sample/genes/bass_0022.json,2,bass_0022,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0022.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0022 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0022/checkpoints/best.keras --sample-id bass_0022 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0022_extra_datasets.csv
bass_0023,"[5, 6, 1, 2, 4, 1, 6, 1, 5, 2, 5, 3, 7, 7, 7, 0, 7, 2, 4, 2, 6, 6, 0, 2, 3, 5, 2, 3]",data/architectures/bass_50_sample/genes/bass_0023.json,2,bass_0023,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0023.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0023 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0023/checkpoints/best.keras --sample-id bass_0023 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0023_extra_datasets.csv
bass_0024,"[6, 5, 2, 5, 3, 1, 0, 2, 2, 2, 0, 4, 1, 6, 6, 0, 4, 3, 7, 1, 0, 1, 4, 0, 1, 3, 6, 4]",data/architectures/bass_50_sample/genes/bass_0024.json,2,bass_0024,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0024.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0024 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0024/checkpoints/best.keras --sample-id bass_0024 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0024_extra_datasets.csv
bass_0025,"[1, 3, 5, 4, 2, 4, 6, 2, 1, 3, 6, 2, 3, 6, 3, 3, 0, 2, 0, 4, 0, 1, 2, 0, 7, 6, 5, 2]",data/architectures/bass_50_sample/genes/bass_0025.json,2,bass_0025,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0025.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0025 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0025/checkpoints/best.keras --sample-id bass_0025 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0025_extra_datasets.csv
bass_0026,"[7, 2, 1, 5, 4, 5, 1, 2, 6, 4, 1, 5, 5, 7, 2, 3, 3, 0, 3, 6, 3, 4, 7, 2, 6, 3, 3, 4]",data/architectures/bass_50_sample/genes/bass_0026.json,2,bass_0026,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0026.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0026 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0026/checkpoints/best.keras --sample-id bass_0026 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0026_extra_datasets.csv
bass_0027,"[2, 6, 7, 4, 3, 7, 2, 7, 1, 2, 5, 0, 1, 0, 6, 1, 7, 4, 1, 5, 7, 0, 1, 4, 2, 4, 0, 4]",data/architectures/bass_50_sample/genes/bass_0027.json,2,bass_0027,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0027.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0027 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0027/checkpoints/best.keras --sample-id bass_0027 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0027_extra_datasets.csv
bass_0028,"[5, 7, 1, 6, 5, 3, 5, 0, 3, 7, 2, 5, 2, 0, 1, 2, 4, 4, 7, 7, 0, 5, 0, 2, 1, 0, 3, 7]",data/architectures/bass_50_sample/genes/bass_0028.json,2,bass_0028,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0028.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0028 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0028/checkpoints/best.keras --sample-id bass_0028 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0028_extra_datasets.csv
bass_0029,"[5, 2, 2, 0, 5, 0, 7, 3, 3, 7, 4, 0, 4, 0, 3, 2, 0, 2, 4, 6, 7, 4, 1, 2, 2, 6, 6, 6]",data/architectures/bass_50_sample/genes/bass_0029.json,2,bass_0029,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0029.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0029 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0029/checkpoints/best.keras --sample-id bass_0029 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0029_extra_datasets.csv
bass_0030,"[3, 7, 2, 4, 7, 1, 2, 0, 6, 1, 6, 4, 3, 1, 4, 1, 5, 4, 2, 0, 0, 4, 3, 7, 0, 3, 5, 3]",data/architectures/bass_50_sample/genes/bass_0030.json,2,bass_0030,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0030.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0030 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0030/checkpoints/best.keras --sample-id bass_0030 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0030_extra_datasets.csv
